MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
50,6,69.30579531442663,8400,1,2,1,1,19,3,1,2,6,5,1940,2000,2,16,9,0,0.0,3,3,2,3,3,4,5,388.0,6,0.0,552.0,940.0,1,1192,403,1595,0.0,0.0,1,0,2,3,6,1,2,2,2,1940.0,3,1.0,240.0,3,3,1,0,0,108,0,0,0,0,6,2006,1,1,140000.0
20,6,69.30579531442663,11249,3,1,1,1,6,3,1,1,6,5,1995,1995,2,15,15,0,0.0,2,2,3,2,2,4,2,334.0,3,544.0,322.0,1200.0,1,1200,0,1200,1.0,0.0,2,0,3,2,6,1,0,0,2,1995.0,2,2.0,521.0,3,3,1,0,26,0,0,0,0,0,8,2007,1,1,177500.0
20,6,69.30579531442663,9248,2,1,1,1,9,3,1,1,6,6,1992,1992,2,7,7,2,106.0,3,3,3,2,3,4,1,560.0,6,0.0,598.0,1158.0,2,1167,0,1167,1.0,0.0,2,0,3,2,6,1,0,0,2,1992.0,2,2.0,400.0,3,3,1,120,26,0,0,0,0,0,7,2009,1,1,173000.0
120,8,69.30579531442663,4224,1,1,1,1,11,3,4,1,5,5,1976,1976,2,6,6,0,0.0,3,3,3,2,3,4,2,874.0,6,0.0,268.0,1142.0,3,1142,0,1142,1.0,0.0,1,1,3,3,6,1,1,5,2,1976.0,1,2.0,528.0,3,3,1,536,90,0,0,0,2,0,8,2007,1,1,134000.0
80,6,69.30579531442663,6930,2,1,1,1,5,3,1,6,5,4,1958,1958,4,16,8,2,120.0,3,3,2,3,3,2,3,300.0,4,294.0,468.0,1062.0,1,1352,0,1352,0.0,1.0,1,0,3,2,6,3,0,0,4,1958.0,3,1.0,288.0,3,3,1,168,0,294,0,0,0,0,7,2006,1,2,130000.0
60,6,69.30579531442663,12011,2,1,3,1,14,3,1,3,8,5,1998,1998,2,15,15,2,530.0,2,3,3,2,3,2,1,956.0,6,0.0,130.0,1086.0,1,1086,838,1924,1.0,0.0,2,1,3,2,7,1,1,3,2,1998.0,2,2.0,592.0,3,3,1,208,75,0,0,374,0,0,6,2006,1,1,280000.0
85,6,69.30579531442663,7540,2,1,3,1,12,3,1,5,6,6,1978,1978,2,15,15,0,0.0,3,3,2,2,3,2,1,773.0,6,0.0,115.0,888.0,1,912,0,912,1.0,0.0,1,0,2,3,5,1,1,3,2,1978.0,2,2.0,470.0,3,3,1,0,0,0,0,192,2,0,6,2007,1,1,156000.0
50,6,69.30579531442663,9144,1,1,1,1,4,3,1,2,5,5,1940,1982,2,9,9,0,0.0,3,3,2,3,3,4,4,399.0,6,0.0,484.0,883.0,2,988,517,1505,1.0,0.0,1,0,3,3,8,1,0,0,6,1940.0,3,1.0,240.0,3,3,3,0,0,0,0,0,0,0,7,2008,1,1,145000.0
85,6,69.30579531442663,7301,1,1,2,1,8,3,1,5,7,5,2003,2003,2,7,7,2,500.0,2,3,4,0,0,0,0,0.0,0,0.0,0.0,0.0,1,495,1427,1922,0.0,0.0,3,0,4,2,7,1,1,1,4,2003.0,2,2.0,672.0,3,3,1,0,0,177,0,0,0,0,7,2009,9,1,198500.0
160,8,69.30579531442663,1680,1,1,1,1,3,3,5,3,6,8,1972,2007,2,7,7,2,510.0,3,3,2,3,3,4,2,162.0,6,0.0,321.0,483.0,2,483,504,987,0.0,0.0,1,1,2,2,5,1,0,0,6,1972.0,3,1.0,264.0,3,3,1,250,0,0,0,0,0,0,5,2009,1,1,118000.0
60,6,69.30579531442663,18800,2,1,4,1,17,3,1,3,6,5,1976,1976,2,7,7,2,120.0,3,3,3,2,3,3,1,712.0,6,0.0,84.0,796.0,3,790,784,1574,1.0,0.0,2,1,3,3,6,1,1,3,2,1976.0,1,2.0,566.0,3,3,1,306,111,0,0,0,0,0,7,2006,1,1,190000.0
70,8,69.30579531442663,10690,1,1,1,1,10,3,1,3,5,7,1920,1997,4,15,15,0,0.0,3,2,2,3,4,4,4,456.0,6,0.0,216.0,672.0,2,672,672,1344,0.0,0.0,1,0,3,3,6,1,0,0,6,1964.0,3,1.0,468.0,3,4,1,0,128,218,0,0,0,0,7,2009,1,1,147000.0
20,6,69.30579531442663,9500,2,1,1,1,13,3,1,1,6,5,1963,1963,2,11,11,2,247.0,3,3,2,2,3,4,3,609.0,6,0.0,785.0,1394.0,2,1394,0,1394,1.0,0.0,1,1,3,3,6,1,2,2,2,1963.0,2,2.0,514.0,3,3,1,0,76,0,0,185,0,0,7,2009,1,1,159000.0
80,6,69.30579531442663,9150,2,1,2,1,13,3,1,6,6,5,1962,1962,2,11,11,2,305.0,3,3,2,2,3,1,1,371.0,6,0.0,728.0,1099.0,2,1431,0,1431,0.0,1.0,1,0,3,3,6,1,1,2,3,1962.0,2,1.0,296.0,3,3,1,64,110,0,0,0,0,0,12,2008,1,1,165000.0
20,6,69.30579531442663,7800,1,1,1,1,13,3,1,1,5,6,1954,1954,2,7,7,2,200.0,3,3,3,3,3,4,5,540.0,6,0.0,728.0,1268.0,2,1268,0,1268,0.0,0.0,1,0,2,3,7,1,1,2,2,1954.0,1,1.0,244.0,3,3,1,0,98,0,0,0,0,0,3,2010,1,1,132000.0
20,6,69.30579531442663,9830,2,1,2,1,13,3,1,1,5,7,1959,2006,2,16,16,0,0.0,3,2,2,3,3,4,2,72.0,4,258.0,733.0,1063.0,1,1287,0,1287,1.0,0.0,1,0,3,2,7,1,1,2,6,1997.0,1,2.0,576.0,3,3,1,364,17,0,0,182,0,0,3,2010,1,1,162000.0
60,6,69.30579531442663,8121,2,1,1,1,9,3,1,3,6,5,2000,2000,2,15,15,0,0.0,3,3,3,2,3,4,6,0.0,6,0.0,953.0,953.0,1,953,711,1664,0.0,0.0,2,1,3,3,7,1,1,3,2,2000.0,2,2.0,460.0,3,3,1,100,40,0,0,0,0,0,1,2006,1,1,172400.0
50,6,69.30579531442663,17120,1,1,1,1,5,2,1,2,4,4,1959,1959,2,17,11,0,0.0,3,3,2,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1120,468,1588,0.0,0.0,2,0,4,3,7,3,1,2,6,1991.0,1,2.0,680.0,3,3,3,0,59,0,0,0,0,0,7,2008,1,1,134432.0
120,6,69.30579531442663,7175,1,1,1,1,21,3,4,1,6,5,1984,1984,2,11,11,0,0.0,3,3,2,2,3,4,2,623.0,5,121.0,0.0,744.0,3,752,0,752,1.0,0.0,1,0,2,3,4,1,0,0,2,1984.0,3,1.0,264.0,3,3,1,353,0,0,0,90,2,0,2,2010,1,1,125000.0
20,6,69.30579531442663,10634,1,1,1,1,13,3,1,1,5,6,1953,1953,2,9,9,0,0.0,3,3,3,3,3,4,3,428.0,5,180.0,0.0,608.0,3,1319,0,1319,1.0,0.0,1,0,3,3,5,3,0,0,2,1953.0,3,1.0,270.0,3,3,1,66,0,0,0,0,3,0,11,2009,1,1,123000.0
60,6,69.30579531442663,8200,1,1,1,1,6,3,1,3,7,5,2003,2004,2,15,15,0,0.0,2,3,3,2,3,4,6,0.0,6,0.0,847.0,847.0,1,847,1081,1928,0.0,0.0,2,1,4,2,8,1,1,2,4,2003.0,1,2.0,434.0,3,3,1,100,48,0,0,0,0,0,7,2007,1,1,219500.0
30,6,69.30579531442663,10020,2,4,1,3,8,3,1,1,1,1,1922,1950,2,16,16,0,0.0,4,4,1,4,5,1,3,350.0,6,0.0,333.0,683.0,2,904,0,904,1.0,0.0,0,1,1,4,4,5,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,3,2009,1,1,61000.0
85,6,69.30579531442663,8846,2,1,3,1,6,3,1,5,5,5,1996,1996,2,15,15,0,0.0,2,3,3,2,3,2,1,298.0,6,0.0,572.0,870.0,1,914,0,914,0.0,0.0,1,0,2,3,5,1,0,0,6,1998.0,3,2.0,576.0,3,3,1,0,0,0,0,0,0,0,7,2006,1,1,148000.0
60,3,69.30579531442663,11143,2,1,2,1,22,3,1,3,8,5,2004,2005,2,6,6,0,0.0,2,3,3,2,3,4,6,0.0,6,0.0,1580.0,1580.0,1,1580,886,2466,0.0,0.0,3,0,4,2,8,1,1,2,2,2004.0,2,2.0,610.0,3,3,1,159,214,0,0,0,0,0,12,2007,1,1,340000.0
20,6,69.30579531442663,11394,1,1,2,1,23,3,1,1,9,2,2010,2010,4,15,15,5,350.0,2,3,3,1,3,2,1,1445.0,6,0.0,411.0,1856.0,1,1856,0,1856,1.0,0.0,1,1,1,1,8,1,1,1,2,2010.0,1,3.0,834.0,3,3,1,113,0,0,0,0,0,0,6,2010,4,6,394432.0
60,6,69.30579531442663,8123,2,1,1,1,9,5,1,3,6,5,2000,2000,2,15,15,2,16.0,3,3,3,2,3,4,6,0.0,6,0.0,982.0,982.0,1,1007,793,1800,0.0,0.0,2,1,3,3,7,1,1,3,2,2000.0,1,2.0,463.0,3,3,1,100,63,0,0,0,0,0,6,2009,1,1,179000.0
50,6,69.30579531442663,5000,1,1,1,1,19,3,1,2,5,6,1924,1950,2,4,16,0,0.0,3,3,1,3,3,4,5,218.0,6,0.0,808.0,1026.0,3,1026,665,1691,0.0,0.0,2,0,3,2,6,1,1,2,6,1924.0,3,1.0,308.0,3,3,1,0,0,242,0,0,0,0,5,2010,1,1,127000.0
20,3,69.30579531442663,7200,1,1,1,1,22,3,1,1,7,5,2006,2006,2,15,15,0,0.0,2,3,3,2,2,4,6,0.0,6,0.0,1293.0,1293.0,1,1301,0,1301,1.0,0.0,2,0,2,2,5,1,1,2,2,2006.0,2,2.0,572.0,3,3,1,216,121,0,0,0,0,0,8,2006,4,6,187750.0
60,6,69.30579531442663,9245,2,1,1,1,6,3,1,3,7,5,2006,2006,2,15,15,0,0.0,2,3,3,2,3,2,6,0.0,6,0.0,939.0,939.0,1,939,858,1797,0.0,0.0,2,1,3,2,8,1,0,0,2,2006.0,2,2.0,639.0,3,3,1,144,53,0,0,0,0,0,4,2007,1,1,213500.0
45,5,69.30579531442663,9000,1,1,2,1,21,3,1,2,6,3,1928,1950,2,16,16,0,0.0,3,3,1,4,4,4,6,0.0,6,0.0,784.0,784.0,3,784,0,784,0.0,0.0,1,0,2,3,5,1,0,0,6,1950.0,3,2.0,360.0,4,4,3,0,0,91,0,0,0,0,10,2009,1,1,76000.0
60,6,69.30579531442663,53107,3,4,2,2,5,2,1,3,6,5,1992,1992,2,7,7,0,0.0,2,3,3,2,3,2,1,985.0,6,0.0,595.0,1580.0,1,1079,874,1953,1.0,0.0,2,1,3,2,9,1,2,4,2,1992.0,1,2.0,501.0,3,3,1,216,231,0,0,0,0,0,6,2007,1,1,240000.0
120,6,69.30579531442663,3182,1,1,1,1,1,3,4,1,8,5,2004,2005,2,15,15,2,16.0,2,3,3,2,3,4,1,24.0,6,0.0,1232.0,1256.0,1,1269,0,1269,0.0,0.0,2,0,2,2,6,1,1,3,2,2004.0,1,2.0,430.0,3,3,1,146,20,0,0,144,0,0,4,2010,1,1,192000.0
50,6,69.30579531442663,8410,1,1,4,1,8,2,1,2,5,3,1910,1996,3,16,15,0,0.0,3,4,3,3,3,4,6,0.0,6,0.0,658.0,658.0,3,658,526,1184,0.0,0.0,1,0,5,3,8,1,0,0,0,0,0,0.0,0.0,0,0,3,0,151,0,0,0,0,0,5,2006,1,3,81000.0
80,6,69.30579531442663,7200,1,1,1,1,8,3,1,6,6,6,1976,1976,4,9,9,2,255.0,3,3,2,3,3,2,2,631.0,6,0.0,410.0,1041.0,1,1125,0,1125,1.0,0.0,1,0,3,3,6,1,1,4,6,1977.0,3,1.0,352.0,3,3,1,296,0,0,0,0,3,0,10,2009,1,2,125000.0
20,6,69.30579531442663,9382,2,1,3,1,6,3,1,1,7,5,1999,2000,2,15,15,2,125.0,2,3,3,2,3,4,6,0.0,6,0.0,1468.0,1468.0,1,1479,0,1479,0.0,0.0,2,0,3,2,6,1,0,0,2,1999.0,2,2.0,577.0,3,3,1,120,25,0,0,0,0,0,7,2008,1,1,191000.0
60,6,69.30579531442663,12474,1,1,1,1,16,3,1,3,10,5,2007,2008,2,15,15,5,272.0,1,3,3,1,3,2,1,1280.0,6,0.0,402.0,1682.0,1,1742,590,2332,1.0,0.0,2,1,3,1,9,1,1,1,4,2008.0,1,3.0,846.0,3,3,1,196,134,0,0,0,0,0,8,2008,4,6,426000.0
50,6,69.30579531442663,8405,1,1,1,1,8,3,1,2,5,8,1900,1950,2,9,9,0,0.0,3,3,1,3,2,4,4,241.0,3,391.0,229.0,861.0,1,961,406,1367,1.0,0.0,1,0,4,3,7,1,0,0,6,1978.0,3,1.0,384.0,3,3,1,0,130,112,0,0,2,0,4,2008,1,1,119000.0
60,6,69.30579531442663,12209,2,1,3,1,12,3,1,3,6,5,2001,2002,2,15,15,0,0.0,3,3,3,1,3,4,2,690.0,6,0.0,114.0,804.0,1,804,1157,1961,1.0,0.0,2,1,3,2,7,1,1,3,4,2001.0,1,2.0,560.0,3,3,1,125,192,0,0,0,0,0,6,2009,1,1,215000.0
20,6,69.30579531442663,8339,2,1,1,1,13,3,1,1,5,7,1959,1959,2,9,9,0,0.0,3,3,4,0,0,0,0,0.0,0,0.0,0.0,0.0,3,882,0,882,0.0,0.0,1,0,3,3,5,1,0,0,2,1959.0,2,1.0,294.0,3,3,1,0,0,0,0,0,2,4,7,2007,1,1,106500.0
30,6,69.30579531442663,7446,1,1,2,1,4,2,1,1,4,5,1941,1950,2,17,16,0,0.0,3,3,2,3,3,4,4,266.0,6,0.0,522.0,788.0,3,788,0,788,0.0,0.0,1,0,2,3,4,1,2,3,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,3,0,4,2006,1,2,100000.0
50,6,69.30579531442663,10134,1,1,1,1,18,3,1,2,5,6,1940,1950,2,9,9,0,0.0,3,3,2,3,3,4,6,0.0,6,0.0,735.0,735.0,2,735,299,1034,0.0,0.0,1,0,2,3,5,1,0,0,6,1940.0,3,1.0,240.0,3,3,1,0,39,0,0,0,0,0,7,2007,1,1,109000.0
20,6,69.30579531442663,9571,1,1,1,1,8,3,1,1,5,6,1956,1956,2,16,16,0,0.0,3,3,2,3,3,2,3,739.0,6,0.0,405.0,1144.0,3,1144,0,1144,1.0,0.0,1,0,3,3,6,1,0,0,2,1956.0,3,1.0,596.0,3,3,1,44,0,0,0,0,0,0,6,2010,1,1,129000.0
20,6,69.30579531442663,7200,1,4,1,1,6,3,1,1,5,5,1972,1972,4,9,9,0,0.0,3,3,2,3,3,2,4,777.0,6,0.0,117.0,894.0,3,894,0,894,0.0,0.0,1,0,2,3,6,1,0,0,6,1985.0,2,2.0,600.0,3,3,1,215,0,0,0,0,0,0,9,2009,1,1,123000.0
60,6,69.30579531442663,7590,1,1,1,1,13,6,1,3,5,5,1962,1962,2,15,15,2,288.0,3,3,2,3,3,4,2,540.0,6,0.0,324.0,864.0,3,876,936,1812,0.0,0.0,2,0,4,3,8,1,1,3,2,1962.0,2,1.0,264.0,3,3,1,0,168,0,0,0,0,0,7,2007,1,1,169500.0
30,8,69.30579531442663,8967,1,1,2,1,10,3,1,1,5,2,1920,1950,2,9,9,0,0.0,3,4,1,4,5,4,6,0.0,6,0.0,961.0,961.0,2,1077,0,1077,0.0,0.0,1,0,2,3,6,6,0,0,6,1920.0,3,1.0,338.0,5,5,3,0,0,0,0,0,0,0,11,2007,1,2,67000.0
60,3,69.30579531442663,8125,1,1,1,1,22,3,1,3,7,5,2006,2007,2,6,6,5,100.0,2,3,3,2,3,4,1,812.0,6,0.0,280.0,1092.0,1,1112,438,1550,1.0,0.0,2,0,2,2,7,1,0,0,2,2007.0,1,2.0,438.0,3,3,1,0,168,0,0,0,0,0,10,2009,1,1,241000.0
120,6,69.30579531442663,14963,3,1,1,1,25,3,4,1,8,5,1996,1996,2,4,4,0,0.0,2,3,3,2,3,4,1,786.0,6,0.0,474.0,1260.0,1,1288,0,1288,1.0,0.0,1,1,1,1,4,1,2,2,2,1996.0,1,2.0,500.0,3,3,1,120,30,0,0,224,0,0,12,2008,1,1,245500.0
20,6,69.30579531442663,8767,2,1,1,1,6,3,1,1,7,5,2005,2005,2,15,15,0,0.0,2,3,3,2,3,2,1,24.0,6,0.0,1286.0,1310.0,1,1310,0,1310,0.0,0.0,2,0,3,2,6,1,1,2,2,2005.0,1,2.0,400.0,3,3,1,0,0,0,0,0,0,0,7,2006,4,6,164990.0
30,6,69.30579531442663,10200,1,1,1,1,20,3,1,1,5,8,1940,1997,2,16,16,0,0.0,3,3,3,3,3,4,6,0.0,6,0.0,672.0,672.0,1,672,0,672,0.0,0.0,1,0,2,3,4,1,0,0,6,1940.0,3,1.0,240.0,3,3,3,168,0,0,0,0,1,0,8,2008,1,1,108000.0
60,6,69.30579531442663,12090,1,1,2,1,14,3,1,3,8,5,1998,1998,4,15,15,2,650.0,2,3,3,2,3,4,6,0.0,6,0.0,1141.0,1141.0,2,1165,1098,2263,0.0,0.0,2,1,4,2,10,1,1,3,4,1998.0,1,2.0,420.0,3,3,1,144,123,0,0,0,0,0,7,2006,1,2,258000.0
60,6,69.30579531442663,10364,2,1,1,1,9,3,1,3,6,5,1995,1996,2,9,9,0,0.0,3,3,3,2,3,4,6,0.0,6,0.0,806.0,806.0,2,806,766,1572,0.0,0.0,2,1,3,3,7,1,1,3,4,1995.0,1,2.0,373.0,3,3,1,0,40,0,0,0,0,0,5,2007,1,1,168000.0
20,6,69.30579531442663,9991,2,1,2,1,20,2,1,1,4,4,1976,1993,2,11,11,0,0.0,3,3,2,3,3,4,3,1116.0,6,0.0,165.0,1281.0,1,1620,0,1620,1.0,0.0,2,0,3,3,8,2,1,3,2,1993.0,3,2.0,490.0,3,3,1,120,78,0,0,0,3,0,6,2009,1,1,150000.0
50,6,69.30579531442663,10480,1,1,1,1,19,3,1,2,6,5,1936,1950,2,9,9,0,0.0,3,3,1,3,3,4,6,0.0,6,0.0,1064.0,1064.0,1,1166,0,1639,0.0,0.0,1,0,3,3,6,6,0,0,6,1936.0,3,1.0,240.0,3,3,1,0,0,0,0,0,0,0,3,2008,1,1,115000.0
70,6,69.30579531442663,15576,1,1,1,1,7,3,1,3,6,7,1915,1976,2,16,11,0,0.0,3,3,1,2,3,4,6,0.0,6,0.0,840.0,840.0,1,840,840,1680,0.0,0.0,2,0,4,3,8,1,0,0,2,1960.0,3,1.0,308.0,3,3,1,0,0,160,0,0,0,0,3,2008,1,1,177000.0
60,6,69.30579531442663,14154,1,1,2,1,16,3,1,3,7,5,2006,2006,2,15,15,2,350.0,2,3,3,1,2,4,6,0.0,6,0.0,1063.0,1063.0,1,1071,1101,2172,0.0,0.0,2,1,3,2,9,1,1,2,2,2006.0,2,3.0,947.0,3,3,1,192,62,0,0,0,0,0,8,2007,4,6,280000.0
60,3,69.30579531442663,10800,1,1,1,1,22,3,1,3,8,5,2007,2008,2,15,15,5,100.0,2,3,3,1,3,4,1,789.0,6,0.0,245.0,1034.0,1,1050,1028,2078,1.0,0.0,2,1,3,1,8,1,1,2,2,2008.0,1,3.0,836.0,3,3,1,0,102,0,0,0,0,0,4,2008,4,6,339750.0
20,6,69.30579531442663,9571,1,1,1,1,8,3,1,1,5,3,1958,1958,2,3,3,0,0.0,3,4,2,3,4,4,6,0.0,6,0.0,1276.0,1276.0,3,1276,0,1276,0.0,0.0,1,0,3,3,5,4,0,0,2,1958.0,3,1.0,350.0,3,3,1,0,0,0,0,0,0,0,6,2009,5,2,60000.0
190,6,69.30579531442663,34650,1,2,1,1,9,3,2,1,5,5,1955,1955,4,16,16,0,0.0,3,3,2,3,3,3,4,1056.0,6,0.0,0.0,1056.0,3,1056,0,1056,1.0,0.0,1,0,3,3,5,1,0,0,2,1955.0,1,2.0,572.0,3,3,1,264,0,0,0,0,0,0,1,2006,1,1,145000.0
20,3,69.30579531442663,4403,3,1,1,1,22,3,1,1,7,5,2009,2009,2,9,9,5,432.0,1,3,3,1,3,2,1,578.0,6,0.0,892.0,1470.0,1,1478,0,1478,1.0,0.0,2,1,2,2,7,1,1,2,2,2009.0,1,2.0,484.0,3,3,1,0,144,0,0,0,0,0,6,2010,4,6,222000.0
30,8,69.30579531442663,8960,1,1,1,1,18,1,1,1,5,6,1927,1950,2,17,16,0,0.0,3,3,2,3,3,4,6,0.0,6,0.0,1008.0,1008.0,2,1028,0,1028,0.0,0.0,1,0,2,3,5,1,1,2,6,1927.0,3,2.0,360.0,3,3,1,0,0,130,0,0,0,0,3,2010,1,1,115000.0
60,6,69.30579531442663,11228,3,1,3,1,21,3,1,3,7,5,1993,1993,2,15,15,0,0.0,2,3,3,2,3,4,3,50.0,1,531.0,499.0,1080.0,1,1080,1017,2097,0.0,1.0,2,1,3,2,9,1,1,3,2,1993.0,3,3.0,678.0,3,3,1,196,187,0,0,0,0,0,12,2008,1,1,228000.0
20,6,69.30579531442663,8899,2,1,1,1,9,3,1,1,7,5,2007,2007,2,15,15,0,0.0,2,3,3,2,3,2,1,24.0,6,0.0,1316.0,1340.0,1,1340,0,1340,0.0,0.0,2,0,3,2,6,1,0,0,2,2007.0,1,2.0,396.0,3,3,1,100,30,0,0,0,0,0,8,2007,4,6,181134.0
60,6,69.30579531442663,7844,1,1,1,1,20,3,1,3,6,7,1978,1978,4,7,7,2,203.0,3,3,2,3,3,4,2,209.0,6,0.0,463.0,672.0,3,672,728,1400,0.0,0.0,1,1,3,3,6,1,1,3,2,1978.0,1,2.0,440.0,3,3,1,0,0,0,0,0,0,0,3,2006,1,1,149500.0
70,6,69.30579531442663,22420,2,1,1,1,7,2,1,3,6,6,1918,1950,4,16,14,0,0.0,3,3,1,2,3,4,3,1128.0,6,0.0,242.0,1370.0,3,1370,1254,2624,1.0,0.0,2,1,4,3,10,1,1,2,6,1918.0,3,3.0,864.0,3,3,3,0,0,0,0,0,0,0,11,2007,1,1,239000.0
50,6,69.30579531442663,8160,1,1,1,1,8,3,1,2,5,6,1940,1950,2,9,9,0,0.0,3,3,1,3,3,4,2,312.0,6,0.0,444.0,756.0,4,756,378,1134,1.0,0.0,1,1,3,3,7,1,0,0,6,1940.0,3,1.0,240.0,3,3,2,0,0,0,0,0,0,0,4,2007,1,3,126000.0
20,6,69.30579531442663,8450,1,1,1,1,13,3,1,1,5,6,1968,1968,2,15,15,0,0.0,3,3,2,3,3,4,3,775.0,6,0.0,281.0,1056.0,1,1056,0,1056,1.0,0.0,1,0,3,3,6,1,1,4,2,1968.0,3,1.0,304.0,3,3,1,0,85,184,0,0,0,0,7,2010,1,1,142000.0
90,8,69.30579531442663,7060,1,1,1,1,12,3,3,5,7,5,1997,1998,2,15,15,2,200.0,3,2,3,2,2,1,1,1309.0,6,0.0,35.0,1344.0,1,1344,0,1344,2.0,0.0,2,0,2,3,8,1,0,0,2,1997.0,1,4.0,784.0,3,3,1,0,0,0,0,0,0,0,11,2008,1,4,206300.0
20,6,69.30579531442663,16635,2,1,4,1,17,3,1,1,6,7,1977,2000,2,6,6,5,126.0,2,3,2,2,3,4,2,1246.0,6,0.0,356.0,1602.0,2,1602,0,1602,0.0,1.0,2,0,3,2,8,1,1,3,2,1977.0,1,2.0,529.0,3,3,1,240,0,0,0,0,0,0,6,2009,1,1,215000.0
20,6,69.30579531442663,21750,1,3,1,2,12,1,1,1,5,5,1954,1954,4,7,7,0,0.0,3,3,2,3,3,4,6,0.0,6,0.0,988.0,988.0,1,988,0,988,0.0,0.0,1,0,2,3,4,1,0,0,2,1954.0,2,2.0,520.0,3,3,3,0,0,0,0,0,0,0,2,2008,1,1,113000.0
60,6,69.30579531442663,9200,1,1,1,1,14,3,1,3,8,5,1998,1998,2,15,15,2,473.0,2,3,3,2,3,4,1,986.0,6,0.0,484.0,1470.0,2,1470,1160,2630,1.0,0.0,2,1,4,2,8,1,1,3,2,1998.0,1,3.0,696.0,3,3,1,0,66,0,0,0,0,0,6,2008,1,1,315000.0
20,6,69.30579531442663,9000,1,1,1,1,13,3,1,1,6,5,1956,1956,2,16,16,2,74.0,3,3,2,2,3,4,5,616.0,6,0.0,580.0,1196.0,2,1196,0,1196,1.0,0.0,1,0,2,3,6,1,1,2,2,1956.0,2,1.0,297.0,3,3,1,0,44,0,0,0,0,0,5,2008,1,1,139000.0
60,8,69.30579531442663,3378,1,3,1,1,18,3,1,3,7,8,1946,1992,2,7,7,0,0.0,3,2,2,3,3,4,6,0.0,6,0.0,651.0,651.0,2,707,682,1389,0.0,0.0,1,1,3,3,6,1,2,2,6,1947.0,3,1.0,240.0,3,3,2,0,0,126,0,0,0,0,9,2009,1,1,135000.0
80,6,69.30579531442663,12800,1,4,1,2,21,3,1,6,7,5,1989,1989,2,16,16,2,145.0,2,3,3,2,3,1,1,1518.0,6,0.0,0.0,1518.0,2,1644,0,1644,1.0,1.0,2,0,2,2,5,1,1,3,2,1989.0,1,2.0,569.0,3,3,1,80,0,0,0,396,0,0,8,2009,1,1,275000.0
20,6,69.30579531442663,8593,2,1,1,1,13,3,1,1,4,6,1957,1957,4,9,9,0,0.0,3,3,2,3,3,4,4,288.0,6,0.0,619.0,907.0,1,907,0,907,0.0,0.0,1,0,3,3,5,1,0,0,6,1964.0,3,1.0,352.0,3,3,1,0,0,0,0,0,0,0,7,2008,1,1,109008.0
20,6,69.30579531442663,6762,1,1,1,1,6,3,1,1,7,5,2007,2007,2,15,15,2,108.0,2,3,3,2,3,4,1,664.0,6,0.0,544.0,1208.0,1,1208,0,1208,1.0,0.0,2,0,2,2,6,1,0,0,2,2007.0,2,2.0,628.0,3,3,1,105,54,0,0,0,0,0,9,2007,4,6,195400.0
20,6,69.30579531442663,11457,2,1,2,1,24,3,1,1,6,5,1988,1988,2,7,7,0,0.0,3,3,2,2,3,3,1,1005.0,6,0.0,387.0,1392.0,3,1412,0,1412,1.0,0.0,2,0,3,2,6,1,1,3,2,1988.0,3,2.0,576.0,3,3,1,0,0,169,0,0,0,0,3,2009,1,1,175000.0
160,8,69.30579531442663,1680,1,1,1,1,3,3,5,3,6,5,1971,1971,2,7,7,2,232.0,3,3,2,3,3,4,2,387.0,6,0.0,96.0,483.0,3,483,504,987,0.0,0.0,1,1,2,3,4,1,0,0,6,1971.0,3,1.0,264.0,3,3,1,0,0,0,0,0,0,0,7,2008,5,2,85400.0
50,8,69.30579531442663,5586,2,2,1,1,18,2,1,2,6,7,1920,1998,2,9,9,0,0.0,3,3,1,3,3,4,6,0.0,6,0.0,901.0,901.0,2,1088,110,1198,0.0,0.0,1,0,4,3,7,1,0,0,0,0,0,0.0,0.0,0,0,3,0,98,0,0,0,2,0,9,2008,9,2,79900.0
160,8,69.30579531442663,1920,1,1,1,1,3,3,4,3,5,5,1971,1971,2,7,7,2,376.0,3,3,2,3,3,4,2,471.0,6,0.0,294.0,765.0,1,765,600,1365,1.0,0.0,1,1,2,3,6,2,0,0,6,1971.0,3,2.0,440.0,3,3,1,240,36,0,0,0,0,0,8,2007,1,1,122500.0
